model_name,class_type,model_id,window_id,class_label,feature,coef
logit,multiclass,logit_multiclass,win_01,-1,op_margin_diff,-0.0010038163010364185
logit,multiclass,logit_multiclass,win_01,-1,net_margin_diff,-0.0004194211128761311
logit,multiclass,logit_multiclass,win_01,-1,leverage_diff,-0.061667947155354785
logit,multiclass,logit_multiclass,win_01,-1,cash_ratio_diff,-0.05377510086912153
logit,multiclass,logit_multiclass,win_01,-1,rnd_intensity_diff,0.0010222015121810605
logit,multiclass,logit_multiclass,win_01,-1,capex_intensity_diff,0.029985659824794814
logit,multiclass,logit_multiclass,win_01,-1,asset_turnover_diff,-0.1278111264204693
logit,multiclass,logit_multiclass,win_01,-1,log_mcap_diff,0.09620130057937241
logit,multiclass,logit_multiclass,win_01,-1,mom5_diff,0.029493979161536222
logit,multiclass,logit_multiclass,win_01,-1,mom21_diff,-0.06626930903477692
logit,multiclass,logit_multiclass,win_01,-1,mom63_diff,0.026549245577543602
logit,multiclass,logit_multiclass,win_01,-1,ma_gap20_diff,-0.011623291481862454
logit,multiclass,logit_multiclass,win_01,-1,rsi14_diff,0.07630800882726965
logit,multiclass,logit_multiclass,win_01,-1,rv21_diff,0.015176610599807594
logit,multiclass,logit_multiclass,win_01,-1,vol_shock20_diff,-0.0018234816337380823
logit,multiclass,logit_multiclass,win_01,0,op_margin_diff,-0.03138365269831074
logit,multiclass,logit_multiclass,win_01,0,net_margin_diff,-0.02172393649569421
logit,multiclass,logit_multiclass,win_01,0,leverage_diff,0.004819007354292161
logit,multiclass,logit_multiclass,win_01,0,cash_ratio_diff,0.022875990428691612
logit,multiclass,logit_multiclass,win_01,0,rnd_intensity_diff,0.028062603492226255
logit,multiclass,logit_multiclass,win_01,0,capex_intensity_diff,-0.09528374989413638
logit,multiclass,logit_multiclass,win_01,0,asset_turnover_diff,0.09391725382311762
logit,multiclass,logit_multiclass,win_01,0,log_mcap_diff,-0.10270839075513148
logit,multiclass,logit_multiclass,win_01,0,mom5_diff,-0.03390408900884306
logit,multiclass,logit_multiclass,win_01,0,mom21_diff,0.03326763620740723
logit,multiclass,logit_multiclass,win_01,0,mom63_diff,-0.01225438794060875
logit,multiclass,logit_multiclass,win_01,0,ma_gap20_diff,0.017983312593234276
logit,multiclass,logit_multiclass,win_01,0,rsi14_diff,-0.07203367469564152
logit,multiclass,logit_multiclass,win_01,0,rv21_diff,0.05852861574065774
logit,multiclass,logit_multiclass,win_01,0,vol_shock20_diff,0.0635634768759623
logit,multiclass,logit_multiclass,win_01,1,op_margin_diff,0.03238746899934721
logit,multiclass,logit_multiclass,win_01,1,net_margin_diff,0.02214335760857042
logit,multiclass,logit_multiclass,win_01,1,leverage_diff,0.05684893980106255
logit,multiclass,logit_multiclass,win_01,1,cash_ratio_diff,0.030899110440430002
logit,multiclass,logit_multiclass,win_01,1,rnd_intensity_diff,-0.029084805004407285
logit,multiclass,logit_multiclass,win_01,1,capex_intensity_diff,0.06529809006934138
logit,multiclass,logit_multiclass,win_01,1,asset_turnover_diff,0.03389387259735181
logit,multiclass,logit_multiclass,win_01,1,log_mcap_diff,0.006507090175759025
logit,multiclass,logit_multiclass,win_01,1,mom5_diff,0.004410109847306919
logit,multiclass,logit_multiclass,win_01,1,mom21_diff,0.03300167282736973
logit,multiclass,logit_multiclass,win_01,1,mom63_diff,-0.014294857636934775
logit,multiclass,logit_multiclass,win_01,1,ma_gap20_diff,-0.006360021111371762
logit,multiclass,logit_multiclass,win_01,1,rsi14_diff,-0.004274334131628183
logit,multiclass,logit_multiclass,win_01,1,rv21_diff,-0.07370522634046528
logit,multiclass,logit_multiclass,win_01,1,vol_shock20_diff,-0.061739995242224247
logit,multiclass,logit_multiclass,win_02,-1,op_margin_diff,-0.0025468478057359316
logit,multiclass,logit_multiclass,win_02,-1,net_margin_diff,-0.00024047642949095018
logit,multiclass,logit_multiclass,win_02,-1,leverage_diff,-0.05010614209399119
logit,multiclass,logit_multiclass,win_02,-1,cash_ratio_diff,-0.040460281870434094
logit,multiclass,logit_multiclass,win_02,-1,rnd_intensity_diff,0.0007165411238272408
logit,multiclass,logit_multiclass,win_02,-1,capex_intensity_diff,0.021797973377480687
logit,multiclass,logit_multiclass,win_02,-1,asset_turnover_diff,-0.12607748610248934
logit,multiclass,logit_multiclass,win_02,-1,log_mcap_diff,0.09363501222602343
logit,multiclass,logit_multiclass,win_02,-1,mom5_diff,0.02556345620302369
logit,multiclass,logit_multiclass,win_02,-1,mom21_diff,-0.0673087500238395
logit,multiclass,logit_multiclass,win_02,-1,mom63_diff,0.029719447521622488
logit,multiclass,logit_multiclass,win_02,-1,ma_gap20_diff,-0.00020083591315893498
logit,multiclass,logit_multiclass,win_02,-1,rsi14_diff,0.051899730810888965
logit,multiclass,logit_multiclass,win_02,-1,rv21_diff,0.011896231688914422
logit,multiclass,logit_multiclass,win_02,-1,vol_shock20_diff,0.02227015971668888
logit,multiclass,logit_multiclass,win_02,0,op_margin_diff,-0.021924703515657555
logit,multiclass,logit_multiclass,win_02,0,net_margin_diff,-0.018580199962686072
logit,multiclass,logit_multiclass,win_02,0,leverage_diff,0.008283674574302603
logit,multiclass,logit_multiclass,win_02,0,cash_ratio_diff,-0.00633352849075369
logit,multiclass,logit_multiclass,win_02,0,rnd_intensity_diff,0.023757259996136704
logit,multiclass,logit_multiclass,win_02,0,capex_intensity_diff,-0.08152677804869975
logit,multiclass,logit_multiclass,win_02,0,asset_turnover_diff,0.10612396958921769
logit,multiclass,logit_multiclass,win_02,0,log_mcap_diff,-0.09997893668614961
logit,multiclass,logit_multiclass,win_02,0,mom5_diff,-0.03319006521063665
logit,multiclass,logit_multiclass,win_02,0,mom21_diff,0.02684319626938721
logit,multiclass,logit_multiclass,win_02,0,mom63_diff,-0.023640419322491373
logit,multiclass,logit_multiclass,win_02,0,ma_gap20_diff,0.0021038814957914835
logit,multiclass,logit_multiclass,win_02,0,rsi14_diff,-0.050300503253230405
logit,multiclass,logit_multiclass,win_02,0,rv21_diff,0.0441953985433954
logit,multiclass,logit_multiclass,win_02,0,vol_shock20_diff,0.027141891075863858
logit,multiclass,logit_multiclass,win_02,1,op_margin_diff,0.02447155132139343
logit,multiclass,logit_multiclass,win_02,1,net_margin_diff,0.018820676392177025
logit,multiclass,logit_multiclass,win_02,1,leverage_diff,0.0418224675196885
logit,multiclass,logit_multiclass,win_02,1,cash_ratio_diff,0.046793810361187946
logit,multiclass,logit_multiclass,win_02,1,rnd_intensity_diff,-0.024473801119963865
logit,multiclass,logit_multiclass,win_02,1,capex_intensity_diff,0.05972880467121923
logit,multiclass,logit_multiclass,win_02,1,asset_turnover_diff,0.019953516513271707
logit,multiclass,logit_multiclass,win_02,1,log_mcap_diff,0.006343924460126181
